Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
UTP11	1p34.3	9.53	9.27	0.56	0.47	0.26	6.954e-5	4.122e-4	(A) BLACK OR AFRICAN AMERICAN
CCDC91	12p11.22	8.73	9.04	0.69	0.56	-0.31	6.963e-5	4.126e-4	(B) WHITE
QRICH1	3p21.31	10.39	10.55	0.35	0.35	-0.16	6.966e-5	4.127e-4	(B) WHITE
RP1	8q11.23-q12.1	2.61	3.64	2.17	2.31	-1.02	6.973e-5	4.130e-4	(B) WHITE
ZMIZ2	7p13	11.37	11.10	0.57	0.53	0.26	6.978e-5	4.131e-4	(A) BLACK OR AFRICAN AMERICAN
RNF168	3q29	7.08	7.67	1.32	0.92	-0.60	6.979e-5	4.131e-4	(B) WHITE
ZBTB26	9q33.2	6.09	6.59	1.09	0.76	-0.50	6.982e-5	4.132e-4	(B) WHITE
FGF16	Xq21.1	0.43	0.76	0.65	0.96	-0.32	6.996e-5	4.138e-4	(B) WHITE
IFI30	19p13.11	11.90	11.45	0.96	0.99	0.45	7.050e-5	4.169e-4	(A) BLACK OR AFRICAN AMERICAN
ARL9	4q12	3.92	3.05	1.90	1.60	0.87	7.067e-5	4.178e-4	(A) BLACK OR AFRICAN AMERICAN
CHKB-DT	22q13.33	3.53	3.05	1.05	0.97	0.49	7.087e-5	4.189e-4	(A) BLACK OR AFRICAN AMERICAN
PUM1	1p35.2	11.03	11.24	0.47	0.38	-0.21	7.105e-5	4.198e-4	(B) WHITE
GTF2H4	6p21.33	8.93	8.66	0.60	0.46	0.27	7.114e-5	4.202e-4	(A) BLACK OR AFRICAN AMERICAN
EPB41L4A	5q22.1-q22.2	8.22	8.84	1.36	1.11	-0.62	7.117e-5	4.203e-4	(B) WHITE
MYOCD	17p12	2.11	2.82	1.55	1.36	-0.71	7.123e-5	4.203e-4	(B) WHITE
CCNH	5q14.3	8.76	9.02	0.57	0.49	-0.26	7.123e-5	4.203e-4	(B) WHITE
F12	5q35.3	7.30	6.57	1.57	1.44	0.73	7.153e-5	4.220e-4	(A) BLACK OR AFRICAN AMERICAN
CLTC	17q23.1	13.44	13.82	0.81	0.76	-0.37	7.158e-5	4.222e-4	(B) WHITE
PDE8B	5q13.3	5.07	5.90	1.77	1.83	-0.83	7.182e-5	4.235e-4	(B) WHITE
BCAP31	Xq28	12.66	12.37	0.62	0.55	0.29	7.186e-5	4.236e-4	(A) BLACK OR AFRICAN AMERICAN
FLRT3	20p12.1	5.33	6.35	2.17	2.25	-1.02	7.192e-5	4.238e-4	(B) WHITE
PLXNC1	12q22	7.22	8.22	2.21	1.48	-1.00	7.214e-5	4.250e-4	(B) WHITE
COG3	13q14.13	9.24	9.54	0.65	0.53	-0.30	7.225e-5	4.255e-4	(B) WHITE
ZNF451	6p12.1	9.17	9.42	0.54	0.47	-0.25	7.235e-5	4.260e-4	(B) WHITE
IFT81	12q24.11	8.08	8.44	0.79	0.63	-0.36	7.244e-5	4.264e-4	(B) WHITE
BUB1B	15q15.1	8.79	8.29	1.05	1.23	0.50	7.265e-5	4.275e-4	(A) BLACK OR AFRICAN AMERICAN
ACOT8	20q13.12	8.59	8.30	0.63	0.57	0.29	7.268e-5	4.276e-4	(A) BLACK OR AFRICAN AMERICAN
SNU13	22q13.2	11.28	11.03	0.53	0.49	0.24	7.302e-5	4.294e-4	(A) BLACK OR AFRICAN AMERICAN
SCYL1	11q13.1	11.02	10.76	0.57	0.47	0.26	7.312e-5	4.299e-4	(A) BLACK OR AFRICAN AMERICAN
HIST1H2BL	6p22.1	1.75	1.29	0.98	0.94	0.45	7.326e-5	4.306e-4	(A) BLACK OR AFRICAN AMERICAN
SNAI1	20q13.13	7.17	6.65	1.12	1.00	0.51	7.368e-5	4.329e-4	(A) BLACK OR AFRICAN AMERICAN
BAG4	8p11.23	7.38	7.94	1.22	1.02	-0.56	7.385e-5	4.338e-4	(B) WHITE
DOP1B	21q22.12	10.21	10.64	0.93	0.78	-0.43	7.402e-5	4.347e-4	(B) WHITE
WNT10A	2q35	4.87	4.02	1.86	1.64	0.85	7.415e-5	4.353e-4	(A) BLACK OR AFRICAN AMERICAN
GALC	14q31.3	9.21	9.58	0.82	0.67	-0.37	7.418e-5	4.353e-4	(B) WHITE
ODR4	1q31.1	9.65	9.97	0.69	0.63	-0.32	7.420e-5	4.353e-4	(B) WHITE
HMGCR	5q13.3	9.94	10.28	0.76	0.59	-0.34	7.444e-5	4.366e-4	(B) WHITE
CRIM1	2p22.2	10.57	11.08	1.11	1.04	-0.51	7.452e-5	4.370e-4	(B) WHITE
LRTOMT	11q13.4	7.92	8.33	0.91	0.82	-0.42	7.472e-5	4.380e-4	(B) WHITE
NECAP1	12p13.31	9.46	9.71	0.53	0.54	-0.25	7.484e-5	4.386e-4	(B) WHITE
LINC00271	6q23.3	1.98	2.52	1.14	1.28	-0.54	7.500e-5	4.393e-4	(B) WHITE
ENTR1	9q34.3	9.39	9.13	0.58	0.45	0.26	7.500e-5	4.393e-4	(A) BLACK OR AFRICAN AMERICAN
NOB1	16q22.1	9.92	9.61	0.66	0.57	0.30	7.527e-5	4.407e-4	(A) BLACK OR AFRICAN AMERICAN
FABP5P3	7q36.1	0.91	0.54	0.83	0.53	0.37	7.551e-5	4.420e-4	(A) BLACK OR AFRICAN AMERICAN
ZNF383	19q13.12	6.37	6.59	0.46	0.48	-0.21	7.572e-5	4.431e-4	(B) WHITE
EPHA2	1p36.13	8.44	7.98	1.01	0.94	0.47	7.577e-5	4.433e-4	(A) BLACK OR AFRICAN AMERICAN
FBXW5	9q34.3	10.79	10.44	0.78	0.61	0.35	7.587e-5	4.437e-4	(A) BLACK OR AFRICAN AMERICAN
RET	10q11.21	7.81	8.98	2.53	2.52	-1.17	7.591e-5	4.438e-4	(B) WHITE
SEPHS1P1	7q11.21	2.54	3.00	0.95	1.21	-0.46	7.593e-5	4.438e-4	(B) WHITE
WBP1L	10q24.32	10.68	10.95	0.57	0.56	-0.27	7.600e-5	4.441e-4	(B) WHITE
LGALS17A	19q13.2	3.46	2.50	2.11	1.79	0.96	7.678e-5	4.485e-4	(A) BLACK OR AFRICAN AMERICAN
EIF4E3	3p13	9.11	9.54	0.93	0.79	-0.43	7.692e-5	4.492e-4	(B) WHITE
GTF2H3	12q24.31	7.61	8.01	0.87	0.69	-0.40	7.704e-5	4.498e-4	(B) WHITE
ARHGAP1	11p11.2	11.66	11.90	0.53	0.45	-0.24	7.707e-5	4.498e-4	(B) WHITE
ASTN2	9q33.1	7.32	8.06	1.61	1.50	-0.74	7.729e-5	4.510e-4	(B) WHITE
SIRT2	19q13.2	10.10	9.84	0.57	0.49	0.26	7.759e-5	4.526e-4	(A) BLACK OR AFRICAN AMERICAN
CTNND1	11q12.1	12.67	12.99	0.71	0.52	-0.32	7.774e-5	4.533e-4	(B) WHITE
NUDT14	14q32.33	8.47	8.06	0.88	0.83	0.41	7.778e-5	4.534e-4	(A) BLACK OR AFRICAN AMERICAN
ABCA6	17q24.2-q24.3	5.41	6.23	1.79	1.58	-0.82	7.809e-5	4.551e-4	(B) WHITE
RNASEK	17p13.1	10.88	10.59	0.64	0.57	0.29	7.814e-5	4.553e-4	(A) BLACK OR AFRICAN AMERICAN
MAG	19q13.12	2.17	3.09	1.96	2.09	-0.92	7.818e-5	4.553e-4	(B) WHITE
PARG	10q11.23	8.75	9.01	0.57	0.46	-0.26	7.844e-5	4.567e-4	(B) WHITE
CC2D2A	4p15.32	7.53	7.91	0.84	0.76	-0.38	7.855e-5	4.573e-4	(B) WHITE
SYNE1	6q25.2	9.20	9.75	1.21	0.92	-0.55	7.862e-5	4.575e-4	(B) WHITE
TMOD3	15q21.2	10.27	10.58	0.67	0.53	-0.30	7.865e-5	4.576e-4	(B) WHITE
LTB	6p21.33	7.01	5.94	2.35	2.10	1.07	7.884e-5	4.585e-4	(A) BLACK OR AFRICAN AMERICAN
C1QL4	12q13.12	3.03	1.91	2.50	1.77	1.12	7.905e-5	4.597e-4	(A) BLACK OR AFRICAN AMERICAN
KDR	4q12	9.26	9.70	0.98	0.83	-0.44	7.932e-5	4.610e-4	(B) WHITE
RPL13AP6	10q25.2	3.23	2.75	1.06	0.89	0.48	7.951e-5	4.619e-4	(A) BLACK OR AFRICAN AMERICAN
TAF6	7q22.1	10.48	10.25	0.51	0.49	0.23	7.960e-5	4.623e-4	(A) BLACK OR AFRICAN AMERICAN
SEMA3C	7q21.11	10.56	11.31	1.65	1.34	-0.75	7.967e-5	4.626e-4	(B) WHITE
TULP1	6p21.31	1.58	1.04	1.21	0.86	0.54	7.975e-5	4.629e-4	(A) BLACK OR AFRICAN AMERICAN
AGPAT2	9q34.3	10.08	9.69	0.84	0.92	0.39	7.978e-5	4.629e-4	(A) BLACK OR AFRICAN AMERICAN
NATD1	17p11.2	7.93	8.29	0.79	0.81	-0.37	7.994e-5	4.637e-4	(B) WHITE
UTP6	17q11.2	9.81	9.61	0.43	0.43	0.20	8.002e-5	4.638e-4	(A) BLACK OR AFRICAN AMERICAN
TFPT	19q13.42	8.56	8.09	1.03	0.94	0.47	8.004e-5	4.638e-4	(A) BLACK OR AFRICAN AMERICAN
EEFSEC	3q21.3	8.88	8.61	0.58	0.49	0.27	8.005e-5	4.638e-4	(A) BLACK OR AFRICAN AMERICAN
ECM1	1q21.2	9.67	10.32	1.36	1.76	-0.65	8.005e-5	4.638e-4	(B) WHITE
SLC44A1	9q31.1-q31.2	11.41	11.76	0.78	0.60	-0.35	8.027e-5	4.650e-4	(B) WHITE
ODF3B	22q13.33	7.56	7.00	1.23	1.07	0.56	8.039e-5	4.656e-4	(A) BLACK OR AFRICAN AMERICAN
CYB5R4	6q14.2	7.97	8.30	0.72	0.56	-0.33	8.056e-5	4.663e-4	(B) WHITE
LONP2	16q12.1	10.52	10.88	0.77	0.75	-0.36	8.057e-5	4.663e-4	(B) WHITE
FAM20B	1q25.2	10.94	11.19	0.55	0.54	-0.26	8.086e-5	4.679e-4	(B) WHITE
GPATCH2L	14q24.3	7.22	7.54	0.70	0.58	-0.32	8.093e-5	4.681e-4	(B) WHITE
SPICE1	3q13.2	8.72	9.08	0.81	0.62	-0.36	8.099e-5	4.684e-4	(B) WHITE
GINS4	8p11.21	8.10	7.48	1.38	1.16	0.63	8.106e-5	4.686e-4	(A) BLACK OR AFRICAN AMERICAN
BTBD10	11p15.3	9.08	9.33	0.54	0.43	-0.25	8.110e-5	4.687e-4	(B) WHITE
HERC3	4q22.1	8.62	9.06	0.96	0.79	-0.44	8.119e-5	4.691e-4	(B) WHITE
TAB1	22q13.1	9.52	9.27	0.53	0.51	0.24	8.121e-5	4.691e-4	(A) BLACK OR AFRICAN AMERICAN
PDE11A	2q31.2	3.90	4.70	1.77	1.56	-0.81	8.138e-5	4.699e-4	(B) WHITE
DNAJB9	7q31.1|14q24.2-q24.3	9.36	9.64	0.61	0.59	-0.28	8.140e-5	4.699e-4	(B) WHITE
SYT17	16p12.3	6.39	7.33	2.05	1.89	-0.94	8.175e-5	4.718e-4	(B) WHITE
RIC1	9p24.1	9.14	9.45	0.69	0.56	-0.31	8.212e-5	4.738e-4	(B) WHITE
SLC38A10	17q25.3	11.36	11.04	0.70	0.68	0.32	8.248e-5	4.757e-4	(A) BLACK OR AFRICAN AMERICAN
TUT7	9q21.33	9.56	9.82	0.56	0.54	-0.26	8.254e-5	4.760e-4	(B) WHITE
RETREG1	5p15.1	8.51	9.26	1.65	1.48	-0.75	8.269e-5	4.767e-4	(B) WHITE
HIST1H2AH	6p22.1	1.14	0.65	1.11	0.77	0.50	8.285e-5	4.775e-4	(A) BLACK OR AFRICAN AMERICAN
TOMM6	6p21.1	11.33	10.98	0.79	0.56	0.35	8.319e-5	4.793e-4	(A) BLACK OR AFRICAN AMERICAN
CCKAR	4p15.2	0.48	0.86	0.79	1.04	-0.38	8.337e-5	4.802e-4	(B) WHITE
PCNA	20p12.3	11.45	11.15	0.65	0.71	0.30	8.356e-5	4.811e-4	(A) BLACK OR AFRICAN AMERICAN
RCN3	19q13.33	9.87	9.26	1.35	1.20	0.61	8.358e-5	4.811e-4	(A) BLACK OR AFRICAN AMERICAN
ZNF883	9q32	6.03	5.22	1.75	1.69	0.80	8.387e-5	4.827e-4	(A) BLACK OR AFRICAN AMERICAN
DTNBP1	6p22.3	8.70	8.42	0.61	0.45	0.27	8.425e-5	4.847e-4	(A) BLACK OR AFRICAN AMERICAN
C10ORF95	10q24.32	3.76	3.36	0.87	0.94	0.40	8.479e-5	4.877e-4	(A) BLACK OR AFRICAN AMERICAN
TAL2	9q31.2	0.93	1.35	0.88	1.12	-0.42	8.487e-5	4.880e-4	(B) WHITE
NCS1	9q34.11	9.24	8.76	1.06	0.94	0.48	8.491e-5	4.880e-4	(A) BLACK OR AFRICAN AMERICAN
STRN	2p22.2	8.00	8.63	1.41	1.00	-0.63	8.536e-5	4.905e-4	(B) WHITE
SLC15A1	13q32.2-q32.3	3.30	1.95	2.98	2.40	1.34	8.547e-5	4.910e-4	(A) BLACK OR AFRICAN AMERICAN
PRADC1	2p13.2	8.48	8.09	0.89	0.66	0.40	8.562e-5	4.917e-4	(A) BLACK OR AFRICAN AMERICAN
TRIML2	4q35.2	1.36	0.66	1.58	0.96	0.70	8.564e-5	4.917e-4	(A) BLACK OR AFRICAN AMERICAN
ADD1	4p16.3	11.97	12.18	0.47	0.41	-0.21	8.598e-5	4.935e-4	(B) WHITE
GPR88	1p21.2	1.99	2.65	1.41	1.63	-0.66	8.616e-5	4.944e-4	(B) WHITE
NIN	14q22.1	9.97	10.32	0.78	0.58	-0.35	8.640e-5	4.955e-4	(B) WHITE
IDI2	10p15.3	6.26	5.92	0.74	0.66	0.34	8.640e-5	4.955e-4	(A) BLACK OR AFRICAN AMERICAN
TAB2	6q25.1	10.78	11.13	0.76	0.58	-0.34	8.642e-5	4.955e-4	(B) WHITE
ABCC9	12p12.1	6.92	7.58	1.46	1.11	-0.66	8.644e-5	4.955e-4	(B) WHITE
TMEM67	8q22.1	7.56	7.99	0.94	0.78	-0.42	8.680e-5	4.974e-4	(B) WHITE
TNNI2	11p15.5	3.82	2.96	1.91	1.57	0.86	8.700e-5	4.984e-4	(A) BLACK OR AFRICAN AMERICAN
ZNF681	19p12	7.30	7.73	0.94	0.92	-0.43	8.703e-5	4.984e-4	(B) WHITE
GPATCH11	2p22.2	5.50	6.02	1.17	0.84	-0.52	8.715e-5	4.988e-4	(B) WHITE
RP2	Xp11.3	8.42	8.80	0.84	0.55	-0.38	8.715e-5	4.988e-4	(B) WHITE
ACP1	2p25.3	10.90	10.68	0.48	0.44	0.22	8.747e-5	5.005e-4	(A) BLACK OR AFRICAN AMERICAN
ARNT2	15q25.1	9.12	9.91	1.73	1.61	-0.79	8.767e-5	5.015e-4	(B) WHITE
COX8A	11q13.1	11.25	10.93	0.70	0.67	0.32	8.784e-5	5.023e-4	(A) BLACK OR AFRICAN AMERICAN
TAF1B	2p25.1	7.66	7.96	0.65	0.50	-0.29	8.788e-5	5.024e-4	(B) WHITE
WRAP73	1p36.32	8.81	8.56	0.55	0.49	0.25	8.791e-5	5.025e-4	(A) BLACK OR AFRICAN AMERICAN
RPP40	6p25.1	7.48	7.06	0.94	0.72	0.42	8.807e-5	5.032e-4	(A) BLACK OR AFRICAN AMERICAN
SEPTIN9	17q25.3	12.83	12.58	0.55	0.57	0.25	8.809e-5	5.032e-4	(A) BLACK OR AFRICAN AMERICAN
MCPH1	8p23.1	8.41	8.65	0.51	0.54	-0.23	8.858e-5	5.058e-4	(B) WHITE
RTL5	Xq13.1	6.84	7.42	1.28	1.15	-0.58	8.861e-5	5.059e-4	(B) WHITE
KCTD5	16p13.3	9.98	9.74	0.51	0.53	0.23	8.878e-5	5.066e-4	(A) BLACK OR AFRICAN AMERICAN
KCTD20	6p21.31	10.31	10.70	0.86	0.62	-0.39	8.879e-5	5.066e-4	(B) WHITE
ZMYM6	1p34.3	8.66	8.87	0.45	0.38	-0.20	8.882e-5	5.066e-4	(B) WHITE
HIST1H2BE	6p22.2	4.01	3.49	1.15	1.06	0.52	8.905e-5	5.078e-4	(A) BLACK OR AFRICAN AMERICAN
DCAF16	4p15.31	9.42	9.74	0.70	0.68	-0.32	8.938e-5	5.096e-4	(B) WHITE
FIRRE	Xq26.2	3.81	2.98	1.82	1.68	0.83	8.981e-5	5.119e-4	(A) BLACK OR AFRICAN AMERICAN
CDH8	16q21	1.87	2.50	1.40	1.21	-0.63	9.033e-5	5.147e-4	(B) WHITE
RPL13AP20	12p13.1	5.25	4.85	0.90	0.75	0.41	9.074e-5	5.168e-4	(A) BLACK OR AFRICAN AMERICAN
DET1	15q26.1	6.84	7.13	0.65	0.55	-0.29	9.078e-5	5.169e-4	(B) WHITE
KIF4B	5q33.2	3.30	2.80	1.09	0.99	0.49	9.099e-5	5.180e-4	(A) BLACK OR AFRICAN AMERICAN
FHOD1	16q22.1	9.38	9.07	0.70	0.65	0.32	9.105e-5	5.182e-4	(A) BLACK OR AFRICAN AMERICAN
GPATCH2	1q41	8.73	9.08	0.77	0.79	-0.36	9.115e-5	5.186e-4	(B) WHITE
ZBED2	3q13.13	4.19	3.28	1.98	1.86	0.90	9.123e-5	5.189e-4	(A) BLACK OR AFRICAN AMERICAN
TSR3	16p13.3	9.86	9.52	0.76	0.67	0.35	9.125e-5	5.189e-4	(A) BLACK OR AFRICAN AMERICAN
PYCR3	8q24.3	9.46	8.99	1.03	0.86	0.46	9.133e-5	5.192e-4	(A) BLACK OR AFRICAN AMERICAN
PELI2	14q22.3	6.50	7.04	1.19	1.10	-0.54	9.172e-5	5.213e-4	(B) WHITE
RAB4B	19q13.2	9.06	8.72	0.75	0.68	0.34	9.175e-5	5.213e-4	(A) BLACK OR AFRICAN AMERICAN
TLE3	15q23	10.92	11.23	0.67	0.67	-0.31	9.192e-5	5.221e-4	(B) WHITE
PTER	10p13	8.54	8.93	0.85	0.71	-0.38	9.201e-5	5.224e-4	(B) WHITE
GLRX3	10q26.3	9.88	9.64	0.53	0.48	0.24	9.205e-5	5.226e-4	(A) BLACK OR AFRICAN AMERICAN
ROBO2	3p12.3	3.83	5.07	2.68	2.96	-1.24	9.215e-5	5.230e-4	(B) WHITE
SORBS1	10q24.1	9.23	9.80	1.26	1.18	-0.57	9.226e-5	5.235e-4	(B) WHITE
PCDHGA6	5q31.3	4.11	4.69	1.28	1.20	-0.58	9.283e-5	5.264e-4	(B) WHITE
TET2	4q24	9.14	9.45	0.67	0.63	-0.31	9.284e-5	5.264e-4	(B) WHITE
FAM47A	Xp21.1	0.09	0.22	0.25	0.46	-0.13	9.290e-5	5.266e-4	(B) WHITE
SRMS	20q13.33	3.84	4.80	2.15	1.62	-0.96	9.301e-5	5.271e-4	(B) WHITE
KCNK6	19q13.2	8.35	8.90	1.21	1.10	-0.55	9.321e-5	5.281e-4	(B) WHITE
LUZP2	11p14.3	2.77	3.59	1.77	1.98	-0.82	9.351e-5	5.296e-4	(B) WHITE
CSRNP3	2q24.3	1.97	2.64	1.48	1.37	-0.67	9.382e-5	5.313e-4	(B) WHITE
WFDC1	16q24.1	5.45	4.77	1.52	1.25	0.68	9.403e-5	5.323e-4	(A) BLACK OR AFRICAN AMERICAN
ZNF516	18q23	7.72	8.30	1.27	1.27	-0.58	9.425e-5	5.334e-4	(B) WHITE
DLX6	7q21.3	2.27	1.25	2.29	1.68	1.02	9.462e-5	5.353e-4	(A) BLACK OR AFRICAN AMERICAN
EXOC5	14q22.3	10.16	10.43	0.61	0.49	-0.27	9.489e-5	5.366e-4	(B) WHITE
PMPCA	9q34.3	10.21	9.92	0.63	0.45	0.28	9.490e-5	5.366e-4	(A) BLACK OR AFRICAN AMERICAN
TLR4	9q33.1	8.04	8.52	1.05	0.95	-0.47	9.504e-5	5.373e-4	(B) WHITE
DBNDD1	16q24.3	9.83	9.40	0.93	1.03	0.43	9.519e-5	5.380e-4	(A) BLACK OR AFRICAN AMERICAN
PPP1R14A	19q13.2	5.07	4.18	2.00	1.54	0.89	9.535e-5	5.387e-4	(A) BLACK OR AFRICAN AMERICAN
SFN	1p36.11	10.18	9.42	1.69	1.28	0.75	9.547e-5	5.392e-4	(A) BLACK OR AFRICAN AMERICAN
CHST15	10q26.13	9.91	10.44	1.19	0.88	-0.53	9.589e-5	5.415e-4	(B) WHITE
GABBR2	9q22.33	3.24	1.88	3.05	2.39	1.36	9.592e-5	5.415e-4	(A) BLACK OR AFRICAN AMERICAN
CDKN2AIP	4q35.1	8.59	8.85	0.58	0.48	-0.26	9.604e-5	5.419e-4	(B) WHITE
API5	11p12	11.18	11.40	0.48	0.42	-0.22	9.605e-5	5.419e-4	(B) WHITE
CBX2	17q25.3	8.57	7.72	1.86	1.82	0.85	9.615e-5	5.423e-4	(A) BLACK OR AFRICAN AMERICAN
DMRT1	9p24.3	1.51	0.64	1.97	1.25	0.87	9.620e-5	5.424e-4	(A) BLACK OR AFRICAN AMERICAN
CGRRF1	14q22.2	7.35	7.66	0.69	0.54	-0.31	9.625e-5	5.426e-4	(B) WHITE
TBC1D19	4p15.2	6.48	6.78	0.64	0.63	-0.29	9.635e-5	5.430e-4	(B) WHITE
COQ9	16q21	9.76	9.49	0.60	0.56	0.27	9.641e-5	5.432e-4	(A) BLACK OR AFRICAN AMERICAN
ATP5PF	21q21.3	10.75	10.49	0.57	0.52	0.26	9.668e-5	5.445e-4	(A) BLACK OR AFRICAN AMERICAN
UGGT2	13q32.1	8.53	8.83	0.67	0.62	-0.30	9.674e-5	5.447e-4	(B) WHITE
ITGA2	5q11.2	9.02	9.79	1.72	1.32	-0.77	9.676e-5	5.447e-4	(B) WHITE
ARL3	10q24.32	9.35	9.65	0.67	0.67	-0.31	9.682e-5	5.449e-4	(B) WHITE
GLIPR2	9p13.3	9.54	8.99	1.23	1.14	0.56	9.691e-5	5.452e-4	(A) BLACK OR AFRICAN AMERICAN
AAGAB	15q23	10.37	10.65	0.62	0.52	-0.28	9.698e-5	5.455e-4	(B) WHITE
GALR1	18q23	0.19	0.40	0.42	0.65	-0.21	9.741e-5	5.477e-4	(B) WHITE
RBL2	16q12.2	10.49	10.81	0.71	0.65	-0.32	9.745e-5	5.477e-4	(B) WHITE
SEPSECS	4p15.2	7.96	8.32	0.80	0.65	-0.36	9.745e-5	5.477e-4	(B) WHITE
CHCHD1	10q22.2	9.49	9.19	0.68	0.55	0.30	9.770e-5	5.489e-4	(A) BLACK OR AFRICAN AMERICAN
RRBP1	20p12.1	12.70	12.36	0.75	0.75	0.34	9.781e-5	5.494e-4	(A) BLACK OR AFRICAN AMERICAN
THBS1	15q14	12.74	13.39	1.46	1.03	-0.65	9.809e-5	5.507e-4	(B) WHITE
ZFP62	5q35.3	9.26	9.51	0.57	0.52	-0.26	9.810e-5	5.507e-4	(B) WHITE
TRERF1	6p21.1	8.38	9.01	1.40	1.11	-0.63	9.818e-5	5.510e-4	(B) WHITE
ZNF780B	19q13.2	7.84	8.18	0.76	0.69	-0.34	9.865e-5	5.534e-4	(B) WHITE
OSCP1	1p34.3	7.44	7.85	0.89	0.82	-0.40	9.866e-5	5.534e-4	(B) WHITE
NFKBID	19q13.12	5.18	4.66	1.17	0.99	0.52	9.875e-5	5.537e-4	(A) BLACK OR AFRICAN AMERICAN
SOWAHB	4q21.1	5.38	6.08	1.58	1.19	-0.70	9.880e-5	5.538e-4	(B) WHITE
ERG	21q22.2	7.62	8.15	1.17	0.91	-0.52	9.896e-5	5.546e-4	(B) WHITE
ZNRF2	7p14.3	9.19	9.56	0.84	0.65	-0.37	9.938e-5	5.568e-4	(B) WHITE
DNAAF1	16q24.1	3.58	4.47	1.94	1.89	-0.88	9.954e-5	5.575e-4	(B) WHITE
ARHGAP18	6q22.33	9.10	9.41	0.69	0.65	-0.31	9.956e-5	5.575e-4	(B) WHITE
BOLA3	2p13.1	8.25	7.90	0.78	0.61	0.35	9.968e-5	5.580e-4	(A) BLACK OR AFRICAN AMERICAN
GNRH1	8p21.2	4.95	4.42	1.19	1.05	0.54	9.973e-5	5.580e-4	(A) BLACK OR AFRICAN AMERICAN
AIFM2	10q22.1	8.77	8.43	0.74	0.76	0.34	9.975e-5	5.580e-4	(A) BLACK OR AFRICAN AMERICAN
LOC100130093	1q42.13	6.30	6.66	0.78	0.87	-0.36	9.976e-5	5.580e-4	(B) WHITE
CORO2A	9q22.33	9.44	9.98	1.19	1.03	-0.54	9.995e-5	5.589e-4	(B) WHITE
ATG14	14q22.3	8.83	9.12	0.65	0.48	-0.29	1.000e-4	5.591e-4	(B) WHITE
AGTR1	3q24	5.41	6.72	2.88	2.73	-1.30	1.001e-4	5.592e-4	(B) WHITE
AAK1	2p13.3	9.62	9.86	0.52	0.49	-0.23	1.003e-4	5.603e-4	(B) WHITE
ALKBH4	7q22.1	8.17	7.91	0.58	0.55	0.26	1.005e-4	5.611e-4	(A) BLACK OR AFRICAN AMERICAN
CAPS2	12q21.1-q21.2	4.37	4.99	1.40	1.11	-0.62	1.005e-4	5.614e-4	(B) WHITE
SSC4D	7q11.23	5.40	4.91	1.08	1.02	0.49	1.006e-4	5.615e-4	(A) BLACK OR AFRICAN AMERICAN
CENPH	5q13.2	7.80	7.48	0.68	0.73	0.31	1.006e-4	5.615e-4	(A) BLACK OR AFRICAN AMERICAN
GMNN	6p22.3	8.50	8.12	0.83	0.83	0.38	1.008e-4	5.624e-4	(A) BLACK OR AFRICAN AMERICAN
A2ML1	12p13.31	4.88	3.17	3.81	3.28	1.71	1.013e-4	5.649e-4	(A) BLACK OR AFRICAN AMERICAN
DDIT3	12q13.3	8.47	8.13	0.77	0.72	0.35	1.013e-4	5.650e-4	(A) BLACK OR AFRICAN AMERICAN
TFF1	21q22.3	6.64	8.97	5.22	4.28	-2.33	1.014e-4	5.650e-4	(B) WHITE
MPZL3	11q23.3	4.62	5.30	1.55	1.07	-0.69	1.014e-4	5.650e-4	(B) WHITE
PCF11	11q14.1	10.12	10.35	0.52	0.51	-0.24	1.014e-4	5.651e-4	(B) WHITE
SLC1A2	11p13	6.55	7.57	2.28	1.88	-1.02	1.016e-4	5.658e-4	(B) WHITE
FNIP2	4q32.1	7.96	8.63	1.51	1.04	-0.67	1.016e-4	5.658e-4	(B) WHITE
DAPK3	19p13.3	10.02	9.66	0.81	0.69	0.36	1.017e-4	5.660e-4	(A) BLACK OR AFRICAN AMERICAN
HMGN2P46	15q21.1	5.39	5.73	0.76	0.65	-0.34	1.020e-4	5.678e-4	(B) WHITE
RRM2	2p25.1	10.05	9.56	1.04	1.37	0.49	1.022e-4	5.685e-4	(A) BLACK OR AFRICAN AMERICAN
HLA-DOB	6p21.32	6.20	5.38	1.80	1.73	0.82	1.023e-4	5.691e-4	(A) BLACK OR AFRICAN AMERICAN
SYT14P1	4q13.2	0.09	0.21	0.24	0.40	-0.12	1.026e-4	5.704e-4	(B) WHITE
JMY	5q14.1	8.89	9.26	0.84	0.65	-0.37	1.031e-4	5.732e-4	(B) WHITE
FPGT	1p31.1	8.58	8.87	0.64	0.54	-0.29	1.032e-4	5.734e-4	(B) WHITE
MAML1	5q35.3	10.25	10.45	0.46	0.39	-0.21	1.032e-4	5.734e-4	(B) WHITE
CALCR	7q21.3	1.91	2.43	1.09	1.47	-0.52	1.034e-4	5.743e-4	(B) WHITE
TERT	5p15.33	2.40	1.68	1.61	1.33	0.72	1.034e-4	5.743e-4	(A) BLACK OR AFRICAN AMERICAN
SPATA17	1q41	5.28	5.88	1.32	1.27	-0.60	1.035e-4	5.744e-4	(B) WHITE
RLF	1p34.2	9.07	9.36	0.63	0.57	-0.28	1.042e-4	5.783e-4	(B) WHITE
